0	0.505	100.0	143.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
0	0.5973	103.0	102.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
0	0.6468	102.0	102.0	102.0	122.0	101.0	101.0	101.0	102.0	101.0	105.0
0	0.6528	102.0	102.0	102.0	102.0	118.0	102.0	102.0	102.0	102.0	106.0
0	0.6533	103.0	102.0	102.0	102.0	102.0	116.0	102.0	102.0	102.0	106.0
0	0.6532	103.0	103.0	103.0	103.0	103.0	103.0	114.0	102.0	102.0	106.0
0	0.6544	105.0	103.0	103.0	103.0	103.0	103.0	103.0	114.0	103.0	106.0
0	0.6532	105.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	109.0	106.0
0	0.6532	101.0	101.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	107.0
0	0.654	185.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
1	0.5165	102.0	144.0	101.0	102.0	101.0	101.0	101.0	101.0	101.0	101.0
1	0.6066	101.0	102.0	130.0	102.0	102.0	101.0	102.0	101.0	101.0	104.0
1	0.6549	102.0	102.0	102.0	123.0	102.0	102.0	102.0	102.0	102.0	105.0
1	0.6607	104.0	103.0	103.0	103.0	119.0	103.0	103.0	103.0	103.0	106.0
1	0.6612	103.0	103.0	103.0	103.0	103.0	117.0	103.0	103.0	103.0	106.0
1	0.6611	105.0	104.0	104.0	104.0	104.0	104.0	115.0	104.0	104.0	106.0
1	0.6623	104.0	104.0	104.0	104.0	104.0	104.0	104.0	115.0	104.0	106.0
1	0.6611	106.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	110.0	106.0
1	0.6611	102.0	102.0	101.0	102.0	102.0	102.0	101.0	101.0	101.0	107.0
1	0.6619	187.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
2	0.528	100.0	143.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
2	0.6159	101.0	101.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	104.0
2	0.663	102.0	102.0	102.0	121.0	102.0	102.0	102.0	102.0	102.0	105.0
2	0.6686	102.0	101.0	101.0	101.0	118.0	101.0	101.0	101.0	101.0	105.0
2	0.6691	102.0	102.0	102.0	102.0	102.0	115.0	102.0	102.0	102.0	106.0
2	0.669	103.0	102.0	102.0	102.0	102.0	102.0	113.0	102.0	102.0	106.0
2	0.6702	102.0	102.0	102.0	102.0	102.0	102.0	102.0	114.0	102.0	106.0
2	0.669	106.0	105.0	105.0	105.0	104.0	104.0	104.0	104.0	108.0	106.0
2	0.669	101.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	107.0
2	0.6698	185.0	101.0	101.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
3	0.5395	101.0	143.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
3	0.6252	102.0	102.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
3	0.6711	104.0	102.0	102.0	122.0	102.0	102.0	102.0	102.0	102.0	105.0
3	0.6765	103.0	102.0	102.0	102.0	118.0	102.0	102.0	102.0	102.0	105.0
3	0.677	102.0	102.0	102.0	102.0	102.0	116.0	102.0	102.0	102.0	106.0
3	0.6769	103.0	103.0	102.0	103.0	103.0	103.0	114.0	102.0	103.0	106.0
3	0.6781	103.0	103.0	103.0	103.0	103.0	103.0	103.0	114.0	103.0	106.0
3	0.6769	106.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	109.0	106.0
3	0.6769	101.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	107.0
3	0.6777	186.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
4	0.551	101.0	143.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
4	0.6345	104.0	101.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
4	0.6792	102.0	103.0	102.0	122.0	102.0	102.0	102.0	102.0	102.0	105.0
4	0.6844	102.0	101.0	101.0	101.0	117.0	101.0	101.0	101.0	101.0	105.0
4	0.6849	102.0	101.0	101.0	101.0	101.0	115.0	101.0	101.0	101.0	106.0
4	0.6848	103.0	103.0	103.0	103.0	103.0	103.0	113.0	103.0	103.0	106.0
4	0.686	103.0	102.0	103.0	102.0	102.0	102.0	102.0	114.0	102.0	106.0
4	0.6848	105.0	105.0	105.0	105.0	105.0	105.0	105.0	105.0	108.0	106.0
4	0.6848	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	107.0
4	0.6856	185.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
5	0.5625	101.0	143.0	100.0	101.0	100.0	101.0	100.0	101.0	100.0	101.0
5	0.6438	102.0	102.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
5	0.6873	102.0	102.0	101.0	122.0	102.0	102.0	101.0	101.0	102.0	105.0
5	0.6923	102.0	102.0	102.0	102.0	118.0	102.0	102.0	102.0	102.0	105.0
5	0.6928	104.0	102.0	102.0	102.0	102.0	115.0	102.0	102.0	102.0	106.0
5	0.6927	103.0	103.0	102.0	102.0	102.0	102.0	114.0	102.0	102.0	106.0
5	0.6939	103.0	103.0	103.0	102.0	102.0	102.0	102.0	113.0	102.0	106.0
5	0.6927	105.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	108.0	106.0
5	0.6927	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	107.0
5	0.6935	185.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
6	0.574	101.0	142.0	101.0	101.0	100.0	100.0	100.0	100.0	100.0	101.0
6	0.6531	102.0	101.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
6	0.6954	104.0	102.0	102.0	122.0	102.0	102.0	102.0	102.0	102.0	104.0
6	0.7002	102.0	102.0	102.0	102.0	118.0	102.0	102.0	102.0	102.0	105.0
6	0.7007	103.0	102.0	102.0	102.0	102.0	115.0	102.0	102.0	102.0	106.0
6	0.7006	102.0	103.0	102.0	102.0	102.0	102.0	114.0	102.0	102.0	106.0
6	0.7018	103.0	103.0	103.0	103.0	103.0	103.0	103.0	114.0	103.0	106.0
6	0.7006	105.0	104.0	104.0	104.0	104.0	104.0	104.0	104.0	110.0	106.0
6	0.7006	102.0	102.0	102.0	102.0	101.0	101.0	101.0	101.0	101.0	107.0
6	0.7014	185.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
7	0.5855	100.0	143.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0	100.0
7	0.6624	103.0	101.0	129.0	101.0	101.0	101.0	101.0	101.0	101.0	103.0
